unique.pubchem,unique.drugid,CCLE.drugid,CGP.drugid,GRAY.drugid,GSK.drugid,NCI.drugid
415852,,,,,,4-amino-1-benzylpiperidine
416706,,,,,,Cortivazol
41684,,,,,,Nitazoxanide
416926,,,,,,p-diazodiphenylamine sulfate-paraformaldehyde polymer
417182,,,,,,vilangin
417256,,,,,,etamycin
417291,,,,,,ardisin
41744,,,,,,Valrubicin
417553,,,,,,hellebrin
417662,,,,,,fastigilin b
418098,,,,,,bromochloromethotrexate
418099,,,,,,monobromomethotrexate
418553,,,,,,catharanthine hcl
418587,,,,,,.beta.-rhodomycin
418710,,,,,,cyclamin
4187155,,,,,,5-benzo[b]thiophen-3-yl-1h-indole-3-carbaldehyde
419026,,,,,,daunomycinon
419263,,,,,,quispar
41945,,,,,,Spirohydantoin Mustard
420441,,,,,,"l-cysteine, s-[tris(4-methylphenyl)methyl]- (9ci)"
420442,,,,,,"l-cysteine, s-[(4-fluorophenyl)diphenylmethyl]- (9ci)"
420454,,,,,,"l-cysteine, s-[(4-methoxyphenyl)diphenylmethyl]-"
420455,,,,,,"l-cysteine, s-(2-phthalenyldiphenylmethyl)- (9ci)"
420691,,,,,,"l-cysteine, s-[(4-bromophenyl)diphenylmethyl]- (9ci)"
420763,,,,,,desmethoxy-b-peltatin-a methyl ether
4208,,,,,,Mitozolomide
4208664,,,,,,"inosine, 6-thio-, 2',3',5'-tripentanoate"
4211,,,,,,Dacarbazine
4212,,,,,,Mitoxantrone
421299,,,,,,Aminopterin Derivative
4213,,,,,,bredinin
421455,,,,,,Aminopterin Derivative
421508,,,,,,isariin
421884,,,,,,Emofolin Sodium
422111,,,,,,anguidin
422454,,,,,,eriolanin
422708,,,,,,adiantifoline
422920,,,,,,"bleomycin a5, sulfate"
4230,,,,,,mmp-9/mmp-13 inhibitor ll calbiochem cat. no. 444253
423076,,,,,,bleomycin fraction blm-hpe
424723,,,,,,Asaley
425430,,,,,,Methotrexate Derivative
425433,,,,,,"mercury, chloro-2-phthalenyl-"
42559,,,,,,"1,8-octanediamine, n,n'-di-9-acridinyl- (9ci)"
425954,,,,,,zaluzanin c
42611257,,,,,,Vemurafenib
42616,,,,,,AZQ
426244,,,,,,Aminopterin Derivative
426395,,,,,,funiferine
42640,,,,,,wln: t56 bnonj bo fnw i- at6n dntj d1
42642645,,,,,foretinib.,
426672,,,,,,e-rhodomycinone
427204,,,,,,thalictropine
42722,,,,,,Elliptinium Acetate
42725,,,,,,Diline
428373,,,,,,destruxin b
428489,,,,,,ailanthinone
42875,,,,,,"n,n'-di-9-acridinyl-1,6-hexanediamine"
428786,,,,,,cinerubin a hydrochloride
429117,,,,,,julimycin b2
42917116,,,,,,phenthroline hydrochloride
429184,,,,,,autumnolide
429307,,,,,,1-hydroxy-3-adamantaneacetic acid
429314,,,,,,gnidimacrin (g-1)
429598,,,,,,bouvardin
429599,,,,,,deoxybouvardin
4297981,,,,,,"9h-quino[4,3,2-de][1,10]phenthrolin-9-one, 2-methyl-"
429905,,,,,,psorspermin
430475,,,,,,Tetraplatin
430839,,,,,,kaurane deriv
431194,,,,,,"chaparrinone, 6a-senecioyloxy"
431594,,,,,,bleomycin bapp
431677,,,,,,pyrodelphinine
431962,,,,,,trichopolyn
432153,,,,,,leurosine n-oxide
432952,,,,,,oridonin (thiol adduct of)
4329919,,,,,,"thiourea, n,n''-(4,5-dimethyl-1,2-phenylene)bis[n-phenyl-"
433158,,,,,,rohituka 7
433361,,,,,,withaferin-a diacetate
433504,,,,,,1-propylagroclavine tartrate
433531,,,,,,"physalin b 5,6-epoxide"
433866,,,,,,physalolactone
433926,,,,,,18-acetoxyaphidicolin
433930,,,,,,stypoldione
433996,,,,,,"aphidicolin, 6-b-hydroxy-"
434049,,,,,,"senecioylchaparrin, 6-alpha- (b815099k220)"
434381,,,,,,margetine
434786,,,,,,echinosporin
4348193,,,,,,nogalamycin compound b
434840,,,,,,antibiotic x-14766a
434882,,,,,,"2,6-epoxy-2h-1-benzoxocin-5(6h)-one, 6,8-dimethyl-"
434973,,,,,,Thiocolchicine
4351018,,,,,,"inosine, 6-thio-, 2',3',5'-tris(4-methoxybenzoate)"
435243,,,,,,ditercalinium dimethanesulfote dimethanesulfote
435681,,,,,,Camptothecin Derivative
435773,,,,,,dregeoside ao1
4369270,,,,,,echujetin
437172,,,,,,berbamine
43795,,,,,,wln: t56 bnonj bo fnw i- at6n dntj dr d1
438410,,,,,,tetrakis(4-methyltropoloto)thorium(iv)-hydrate
438492,,,,,,"n-(1-cyano-2-methoxyethyl)doxorubicin, hemihydrate"
438534,,,,,,"1,4-bis(n-cysteinyldiethylamino)-5,8-dihydroxy anthraquinon"
438711,,,,,,2-[1-(4-(4'-acetophenone)piperazino)]-phthazarin
438788,,,,,,11-hydroxy aclacinomycin a
438789,,,,,,11-hydroxy aclacinomycin x
439525,,,,,,Etoposide
439647,,,,,,tpck
441273,,,,,,Procarbazine
441276,,,,,,Paclitaxel
44134641,,,,,,cresyl violet acetate
44144400,,,,,,Clothixamide Maleate
441597,,,,,,Pancratistatin
441794,,,,,,Glaucarubin
441796,,,,,,glaucarubinone
4421615,,,,,,nitrocresolamine
44219704,,,,,,1-benzyl-3-hexadecyl-2-methylimidazolium chloride
442206,,,,,,elephantopin
44225568,,,,,,14-methoxy-epothilone d
44310948,,,,,,auranofin
44415057,,,,,,Actinomycin D
44433919,,,,,,"3-3'-(1h-pyrazole-3,5-diyl)bis(1-methyl-1h-indole)"
44459810,,,,,,dl-alanosine
445354,,,,,,Vitamin A Compound
445420,,,,,,latrunculin a
445434,,,,,,microcystin lr
445639,,,,,,red oil
446155,,,,,,fluvastatin
446541,,,,,,Mycophenolic Acid
447106,,,,,,sparsomysin
44723280,,,,,,chlorazin
4477,,,,,,mato
447865,,,,,,Epothilone D
448013,,,,,,(-)-Epothilone B
448799,,,,,,epothilon a
44891382,,,,,,strophanthoside-k
4490,,,,,,nigericin
45006140,,,,,,Actinomycin D
45027820,,,,,,LMP776
45027864,,,,,,alyssonoside
45027866,,,,,,myricoside
45027867,,,,,,samioside
45027905,,,,,,"ent-9,17-dihydroxy-16-ketobeyeran-19-oic acid"
45027906,,,,,,"ent-9a,13-dihydroxy-16,17-epoxy-kauran-19-oic acid"
45027931,,,,,,4-(n-tert-butoxycarbonyl-7-bromoindol-3-yl)but-3-en-2-one
45027979,,,,,,phtoindol
45027984,,,,,,cyclic arylpyrimidine
45027985,,,,,,bisarylpyrimidine
45028007,,,,,,"5,10-bis-epi-amarine"
45028010,,,,,,phomopsolide e
45028011,,,,,,5-epi-phomopsolide d
45028013,,,,,,4-epi-7-aza-phomopsolide e
45028028,,,,,,"fluorobenzofurano[2,3"
45028038,,,,,,"6a,11a-dihydro-3-methoxy-6h-benzofuro[3,2-c]chromen-8-ol"
45028040,,,,,,(+)-membrenone b
45028129,,,,,,"3,3?-(1h-pyrrole-2,5-diyl)bis(5-chloro-1-methyl-1h-indole)"
45028146,,,,,,"6-(phenylethynyl)-5-(3,4,5-trimethoxyphenyl)-2h-pyran-2-one"
45028185,,,,,,4-(5'-bromofuran-2'-yl)-3-bromo-but-3-en-2-one
45028187,,,,,,"3,3?-furan-2,5-diylbis(5-methoxy-1-methyl-1h-indole)"
45028198,,,,,,biphenylpurine
45028205,,,,,,methyl (z)-3-(5-bromoindol-3-yl)-2-bromoacrylate
45028237,,,,,,acyclic trans-butenebispurine
45028239,,,,,,acyclic cis-butenebispurine
45028240,,,,,,acyclic butynebispurine
45028266,,,,,,ethoxycurcumin trithiadiazolaminomethylcarbonte
45028268,,,,,,curcumin tri trithiadiazolaminoethylcarbote
45028308,,,,,,bisarylpurine
45028311,,,,,,bisarylpurine
45028373,,,,,,peptide ptd
45028382,,,,,,deca-n-(s)-1-phenyl ethyl b-ala
45028394,,,,,,5- fluoro-2'-deoxyuridyly-(3'->5')-3'-c-ethynylcytosine
45028404,,,,,,bas100 monohydrate
45028430,,,,,,sma-838 (hcl salt of nsc 188491)
45028539,,,,,,n-(p-fluorobenzoyl)-paclitaxel
45028549,,,,,,"5,5'-difluoro-3,3'-dithiobisindole"
45028717,,,,,,6-(2-hydroxy-3-methoxybenzyl)aminopurine-9-riboside
45028719,,,,,,"n-methyl-1,5-bis(4-cyanophenoxy)-3-aza-pentane"
45029046,,,,,,nonnucleoside purine derivatives
45029271,,,,,,5-iodo-2-{[(2)-3-phenylprop-2-enoyl]amino}benzamide
45115528,,,,,,chelocardin dodecyl sulfate
45256728,,,,,,llw15
4534,,,,,,Masoprocol
4567749,,,,,,"9h-quino[4,3,2-de][1,10]phenthrolin-9-one, 2-phenyl-"
457392,,,,,,l-cysteine alog
457798,,,,,,"buphanidrine, perchlorate"
4578,,,,,,O-6-Benzylguanine
45953,,,,,,"2',5'-salicyloxylidide, 3-nitro-"
4605,,,,,,uabai
460612,,,,,,Melphalan
461324,,,,,,veracoquizole
46151,,,,,,Colchicine Derivative
46191705,,,,,,"4-methoxy-2,6-bis[hydroxy(methyl)amino]-1,3,5-triazine"
46197112,,,,,,isopropyl diethylcarbamo(dithioperoxo)thioate
46197114,,,,,,cyclohexyl diethylcarbamo(dithioperoxo)thioate
462186,,,,,,Camptothecin Derivative
462199,,,,,,saframycin a
4622,,,,,,oxibendazole (usan)
463108,,,,,,antineoplastic-637578
46700805,,,,,,hexyl diethylcarbamo(dithioperoxo)thioate
46700806,,,,,,2-hydroxyethyl diethylcarbamo(dithioperoxo)thioate
46855,,,,,,aminoanfol
46863991,,,,,,Bendamustine
46911792,,,,,,1-[2-(3-chlorophenyl)-2-oxoethyl]-2-acetylbenzimidazole
4696,,,,,,mycoin
4735,,,,,,Pentamidine
4739544,,,,,,2-benzimidazolepropionic acid
4742,,,,,,Pepstatin
4775,,,,,,2-Phenylbutyric Acid
4784,,,,,,pmsf
4830,,,,,,Pipamperone
4842,,,,,,Pipobroman
4871,,,,,,pomiferin
48858,,,,,,dioxadet
489614,,,,,,Camptothecin Derivative
4912,,,,,,bisbid
494023,,,,,,septacidin
494043,,,,,,streptonigrin alog (meo-n3)
4947,,,,,,Propyl Gallate
496212,,,,,,Camptothecin Derivative
4996,,,,,,Pyroxamide
500000,,,,,,"1h-1,2,4-triazole, 3-(4-diazo-4h-imidazol-5-yl)-"
5003667,,,,,,"5, 7, 4' trimethoxy flavanone"
5004,,,,,,quilizarin
5005498,,,,,,alsterpaullone
5035,,,,,,Raloxifene
5035970,,,,,,kc 1275
5043,,,,,,Rebeccamycin
50515,,,,,,Amofide
5064,,,,,,Ribavirin
5097,,,,,,"(r,s)-roscovitine"
50986887,,,,,,Acodazole Hydrochloride
50986995,,,,,,9-deazaadenosine
5114,,,,,,ryanodine
51371311,,,,,,piroctone olamine (usan)
5140086,,,,,,mikanin
5153,,,,,,sangivamycin
518605,,,,,,Arsenic trioxide
5199,,,,,,sennoside a (8ci)
5201,,,,,,Sergiolide
5208,,,,,,shikonin
522488,,,,,,"phosphonium, (diphenylmethyl)triphenyl-, bromide"
5228354,,,,,,kc 516
5250,,,,,,salasdine
5265,,,,,,spiropitan
5280389,,,,,,sterigmatocystin
5280460,,,,,,scopoletin
5280682,,,,,,ayanin
5280754,,,,,,Cyclosporine
5280784,,,,,,phytoene
5280954,,,,,,rozex
5281051,,,,,,cyclosan
5281078,,,,,,mycophenolate mofetil (usan)
5281116,,,,,,erucic acid
5281304,,,,,,Bruceantin
5281315,,,,,,cucurbitacin a
5281316,,,,,,cucurbitacin b
5281318,,,,,,elatericin a
5281319,,,,,,cucurbitacin e
5281321,,,,,,elatericin b
5281445,,,,,,eriolangin
5281456,,,,,,euparotin acetate
5281486,,,,,,multigilin
5281545,,,,,,plumericin
5281571,,,,,,purpurogallin
5281628,,,,,,ditin
5281691,,,,,,rhamnetin
5281707,,,,,,cumostrol
5281730,,,,,,bikaverin
5281828,,,,,,Maytansine
5281850,,,,,,rutacridone epoxide
5281855,,,,,,lagistase
5281885,,,,,,geldamicin
5282363,,,,,,"p,p'-dihydroxystilbene"
5283035,,,,,,"15deoxy-delta-12,14-pgj2"
5284616,,,,,,Rapamycin
5287620,,,,,,lutin
5288209,,,,,,Fenretinide
5289155,,,,,,peridinin
5311281,,,,,,cytochalasin b
5312,,,,,,"heptanoic acid, 4,6-dioxo-"
5315773,,,,,,centaureidin
5318483,,,,,,irisquinone
5319706,,,,,,linolenic acid methyl ester
5319944,,,,,,multistatin
5320199,,,,,,noracronine
5320318,,,,,,osthenol
5320815,,,,,,candidine
5320945,,,,,,rhamzin
53232,,,,,,Lovastatin
53277,,,,,,chaetochromin
5328552,,,,,,erbstatin
5329098,,,,,,Semaxanib
53329052,,,,,,5-methyl-2-{[(2)-3-phenylprop-2-enoyl]amino}benzamide
53329233,,,,,,5-chloro-2-{[(2)-3-phenylprop-2-enoyl]amino}benzamide
53329234,,,,,,5-bromo-2-{[(2)-3-phenylprop-2-enoyl]amino}benzamide
5335621,,,,,,pyr-41
53361730,,,,,,1-carbaldehyde-3-(4-methoxy-phenylsulfanyl)-2h-isoindole
53361731,,,,,,1-acetyl-3-(4-methoxy-phenylsulfanyl)-2h-isoindole
5337997,,,,,,nifuroxazide
5338,,,,,,sulquin
5340,,,,,,dula
5351130,,,,,,chartreusin
5351141,,,,,,Acrichine
5351150,,,,,,"1-piperidineethanol, .alpha.-[p-(p-chlorostyryl)phenyl]-"
5351151,,,,,,"phtho[2,1-b]quinolizinium, 7-methyl- chloride"
5351164,,,,,,ponticin
5351178,,,,,,ergosterol
5351180,,,,,,Cytarabine
5351212,,,,,,isotetrandrine
5351215,,,,,,"thiazolo[3,2-f]phenthridinium, 3-phenyl- perchlorate"
5351216,,,,,,reumycin
5351221,,,,,,anthramycin methyl ether
5351227,,,,,,"indole-2,3-dione, 3-[(pentafluorophenyl)hydrazone]"
5351229,,,,,,"indole-2,3-dione, 5-methyl-, 3-[(o-nitrophenyl)hydrazone]"
5351236,,,,,,rhodomycin a
5351239,,,,,,Sangivamycin Hydrochloride
5351245,,,,,,"sulfonium, tri-p-tolyl-, chloride"
5351247,,,,,,sorot
5351254,,,,,,hydroxy at 125
5351255,,,,,,"benzoxazole, 2-[2-(1,3-benzodioxol-5-yl)ethenyl]-, (z)-"
5351257,,,,,,5-ms
5351272,,,,,,"rifamycin, 1,4-dideoxy-1,4-dihydro-1,4-dioxo-, 21-formate"
5351276,,,,,,"n,n-dimethyldaunomycin hydrochloride"
5351280,,,,,,Dihydro-5-azacytidine
5351283,,,,,,"acetic acid, [[(4-methoxyphenyl)sulfonyl]hydrazono]- (9ci)"
5351284,,,,,,"N,N-Dibenzyldaunorubicin"
5351290,,,,,,thalicarpine transformation product
5351303,,,,,,cytochalasin h
5351306,,,,,,manicol
5351323,,,,,,lycobetaine
5351332,,,,,,antineoplastic-376265
5351344,,,,,,combretastatin a4
5351347,,,,,,mx2 hcl
5351386,,,,,,antineoplastic-643001
5351425,,,,,,"2-propenenitrile, 3-[3-(dimethylamino)phenyl]-2-phenyl-"
5351454,,,,,,Puromycin
5351462,,,,,,berberal
5351474,,,,,,fumidil
5351497,,,,,,"sempervirine, nitrate"
5351541,,,,,,"morphothebaine, hydrochloride"
5351548,,,,,,carbomycin
5351560,,,,,,Chromomycin A3
5351594,,,,,,toddalin
5351598,,,,,,ossamycin
5351603,,,,,,"gluconic acid, barium salt"
5351832,,,,,,chlorprothixene hydrochloride
5351878,,,,,,indanthren corinth rk
5351961,,,,,,fekrom blue xr
5351989,,,,,,"laudanosolinium, 2-methyl-, bromide (.+-.)-"
5352001,,,,,,"3,4'-dimethoxychrysin"
5352005,,,,,,retusin (van)
5352017,,,,,,ophiobolin
5352028,,,,,,neoaureothin
5352029,,,,,,Deferoxamine Hydrochloride
5352042,,,,,,buddledin c
5352062,,,,,,Depsipeptide
5353772,,,,,,mezerein
5354,,,,,,suloctidil (usan)
5354042,,,,,,vermycin a
5354046,,,,,,xestin a
5354107,,,,,,isatin thiosemicarbazone
5354119,,,,,,3-phenyl-1-(2-pyridyl)-2-propen-1-one
5354204,,,,,,"phenol, 2-methoxy-4-(2-nitropropenyl)-"
5354364,,,,,,bornyl cinmate
5355031,,,,,,butyl maleurate
5355441,,,,,,"crassin, acetate"
5356030,,,,,,fabacein
5356121,,,,,,"chalcone,2-hydroxy-4,6-dimethyl"
5356922,,,,,,vancide pa
5357113,,,,,,Cycliramine Maleate
5357223,,,,,,3-[(p-methoxyphenyl)-thiosemicarbazono]-2-indolinone
5357657,,,,,,"indole-2,3-dione, 3-(4,4-dimethyl-3-thiosemicarbazone)"
5357963,,,,,,"phthalene, 2-(2-nitrovinyl)-"
5357974,,,,,,borrelidin
5358372,,,,,,"phthalene, 2,3-dimethoxy-6-(2-nitroethenyl)-"
5358378,,,,,,antibiotic b 58941b
5358418,,,,,,erioflorin acetate
5358471,,,,,,"hydrogeldamycin-18,21-diacetate"
5358645,,,,,,baccharin
5358646,,,,,,isobaccharin
5358827,,,,,,eunicin
5358848,,,,,,sinulariolide
5358914,,,,,,fcrc57-g
5358942,,,,,,pyrimidineacetaldehyde derivative
5359027,,,,,,costatone
5359028,,,,,,melampodinin
5359029,,,,,,enhydrin a
5359051,,,,,,alatolid
5359060,,,,,,kidamycin
5359061,,,,,,neopluramycin
5359212,,,,,,melampodin b acetate
5359485,,,,,,alterriol
53630345,,,,,,epirubicin hydrochloride (usan)
5363794,,,,,,Phyllanthoside
5367146,,,,,,"2-propen-1-one, 3-(2-hydroxyphenyl)-1-phenyl- (9ci)"
5367161,,,,,,"benzonitrile, 4-(3-oxo-3-phenyl-1-propenyl)-"
5369223,,,,,,"styrene, 2,6-dichloro-.beta.-nitro-"
5372499,,,,,,terrein
5372879,,,,,,p-(2-nitropropenyl)anisole
5374464,,,,,,Rapamycin
5375979,,,,,,nitrin (van)
5376493,,,,,,2-(m-nitrostyryl)pyridine
5377590,,,,,,"quinoline, 4-(p-methoxystyryl)- (8ci)"
5378081,,,,,,wln:  t56 bn dsj c1u1r dn1&1
5378293,,,,,,xantyrid
5378518,,,,,,"7-hydroxy-3,4'-dimethoxy flavone"
5380575,,,,,,"4-penten-1-ol, 4-nitro-5-(9-phenthryl)-, acetate"
5380731,,,,,,euparotin
5380876,,,,,,senecionine n-oxide
5381092,,,,,,Nitromifene Citrate
5381150,,,,,,"indole-2,3-dione, 3-[(o-nitrophenyl)hydrazone]"
5381287,,,,,,pederin
5381443,,,,,,"indole-2,3-dione, 7-methyl-, 3-[(o-nitrophenyl)hydrazone]"
5382554,,,,,,datiscoside
5382571,,,,,,"rifamycin, 3-[(4-methyl-1-piperazinyl)methyl]-"
5382674,,,,,,"1,4-pentadien-3-one, 1,5-di-3-pyridyl-"
5383288,,,,,,"isoquildaldehyde, thiosemicarbazone"
5383396,,,,,,.alpha.-bromochalcone
5383587,,,,,,rosamicin
5383620,,,,,,tomaymycin
5384323,,,,,,flavofungin
5384465,,,,,,acetylrolandrolide
5384466,,,,,,heliangolide
5384537,,,,,,"phorbol, diacetyl-12-octadienoyl-4-deoxy-"
5384721,,,,,,paulomycin a
5384876,,,,,,elsamicin
5385086,,,,,,"piceatannol, 4,3',5'-trimethyl,1s0"
5385089,,,,,,bafilomycin deriv
5385553,,,,,,cosmetin
5386092,,,,,,Amphotericin B
5386303,,,,,,Rapamycin
5386397,,,,,,from combretum caffrum plant
5386504,,,,,,bengamide a
5386517,,,,,,"formamide, n-[2-(3-hydroxyphenyl)ethene-1-yl]-, (e)-"
5386591,,,,,,"ajoene, trans-"
5386627,,,,,,b817373k389 from combetum caffrum
5386766,,,,,,"1,1-dimethylethyl methyl diester, (z, e)"
5386805,,,,,,"1-penten-3-one, 5-(4-morpholinyl)-1-phenyl-, hydrochloride"
5387300,,,,,,11-nitronoracronycin
5387561,,,,,,claenone
5387564,,,,,,bractein
5387595,,,,,,myricoidine picrate
5387599,,,,,,suillin
5387614,,,,,,ferprenin
5387723,,,,,,2-hydroxy discorhabdin d
5387725,,,,,,discorhabdin c . tfa
5387727,,,,,,discorhabdin c-nitrodienone . tfa
5387729,,,,,,discorhabdin c-phenol . tfa
5387733,,,,,,discorhabdin c-dienol . tfa
5387829,,,,,,"4-aza-5.alpha.-cholestano[3,2-c]isoxazole"
5388060,,,,,,"5-[2-(4-ethoxyphenyl)ethenyl]-1,2,3-trimethoxy benzene"
5388061,,,,,,"4-[2-(3,4,5-trimethoxyphenyl)ethenyl(2)]phenol"
5388065,,,,,,"5-[2-(4-methoxyphenyl)ethenyl]-1,2,3-trimethoxy benzene"
5388136,,,,,,"(e)-1-(2,5-dihydroxyphenyl)ethene-2-isonitrile"
5388185,,,,,,6-o[n-1'-nitroacridyl-9')-.beta.-alanyl]muramyl dipeptide
5388713,,,,,,visoltricin
5388740,,,,,,"(z) 2',3,4,5-tetramethoxystilbene"
5388748,,,,,,"(e)3,4,5-trimethoxy-4'-(1-propoxy)stilbene"
5388749,,,,,,"(z)3,4,5-trimethoxy-4'-ethoxystilbene"
5388756,,,,,,"(z)3,4,5-trimethoxystilbene"
5388767,,,,,,"(z)3,4,5-trimethoxy-4'-methylstilbene"
5388768,,,,,,"(z) 4-bromo-3',4',5'-trimethoxystilbene"
5388769,,,,,,"(z) 4-acetoxy-(3,4',5)-trimethoxystilbene"
5388770,,,,,,"(z) 4-chloro-3',4',5'-trimethoxystilbene"
5388773,,,,,,"(e) 4-.tert.butyldimethylsilyloxy-3,4',5-trimethoxystilbene"
5388774,,,,,,"(z) 3,3',4,5-tetramethoxystilbene"
5388775,,,,,,"(e) 4-acetoxy-3,4',5-trimethoxystilbene"
5388776,,,,,,"(e) 3,4,5-trimethoxy-4'-methylstilbene"
5388778,,,,,,"(z) 4-acetoxy-3',4',5'-trimethoxystilbene"
5388779,,,,,,"(z) 3,4,4',5-tetramethoxystilbene"
5388806,,,,,,"3-piperidinone, 3,5-bis[(3,4-dichlorophenyl)methylene]-"
5388810,,,,,,streptomyces isolate
5404,,,,,,Tercozole
5418163,,,,,,"hydrazinecarbothioamide, 2-[1-(2-phthalenyl)ethylidene]-"
5420804,,,,,,Parthenolide
5430,,,,,,tecto
54368,,,,,,Piritrexim Isethiote
54454,,,,,,Simvastatin
5453,,,,,,Thiotepa
5454187,,,,,,"11-chloro-10h-indolo[3,2-b]quinoline"
5455,,,,,,Thiram
54569,,,,,,benfluron
5458171,,,,,,Mitoxantrone
5458217,,,,,,eupachlorin
5458218,,,,,,eupachlorin acetate
5458234,,,,,,laureatin
5458276,,,,,,Piperazinedione
5458324,,,,,,L-Alanosine
5458339,,,,,,"coralyne, nor, 8-ethyl"
5458344,,,,,,citreoviridin
5458357,,,,,,spicatin
5458372,,,,,,etymemazine hydrochloride
5458376,,,,,,"coralyne, nor"
5458385,,,,,,cytochalasin e
5458388,,,,,,"ellipticine, 6-(3-aminopropyl)-9-methoxy-, dihydrochloride"
5458389,,,,,,"ellipticine, 6-(3-aminopropyl)-, dihydrochloride"
5458423,,,,,,aspiculamycin hcl
5458488,,,,,,oudenone k
5458512,,,,,,fastigilin a
5458528,,,,,,variamycin
5458572,,,,,,crassin cinmate
54586,,,,,,Edatrexate
5458646,,,,,,santoli polyacetylene 18
5458752,,,,,,2-methylolivacinium acetate
5458761,,,,,,cristatic acid
5458762,,,,,,permethyl deriv. of cristatic acid
5458827,,,,,,quettamine
5458841,,,,,,ellipticine deriv sri-nb-b233-55-29
5458843,,,,,,iridogermal
5458880,,,,,,dillapiol
5458982,,,,,,.beta.-hydromucomide
5458993,,,,,,Combretastatin A1 Diphosphate
5459010,,,,,,kusaginin
5459073,,,,,,Camptothecin Derivative
5459105,,,,,,bullatacin
5459107,,,,,,ranunculin (8ci)
5459112,,,,,,bullatacinone
5459125,,,,,,trunculin a
5459126,,,,,,phezinomycin
5459129,,,,,,austrocortilutein
5459130,,,,,,austrocortirubin
5459132,,,,,,(-)-roemeridine
5459162,,,,,,bullatalicin
5459164,,,,,,cuspidatin c
5459168,,,,,,rubescensin a (oridonin) [rabdosia diterpenoid]
5459169,,,,,,eupalmerin acetate
5459184,,,,,,tertin
5459194,,,,,,"5'-allyl-2'-hydroxy-3,3',4-trimethoxy chalcone"
5459196,,,,,,betuletol
5459200,,,,,,"1,2-benzo-8-(d,l-alanyl)-3-phenoxazone nitrate salt"
5459218,,,,,,Alvocidib
5459220,,,,,,KRN5500
5459221,,,,,,dysorone e
5459223,,,,,,deoxyisoauriculatin
5459236,,,,,,Breflate
5459241,,,,,,rceine imide
5459262,,,,,,stereoisomer of 672120 (mw=262)
5459269,,,,,,herveline o
5459292,,,,,,pervilleine a
54598306,,,,,,Mitoguazone Dihydrochloride
54598341,,,,,,wln: t66 bnj e1u1r bo1 do1 eo1
54598449,,,,,,rifocin
54598638,,,,,,hm-9-ao
54598698,,,,,,Camptothecin Derivative
54598755,,,,,,antineoplastic-643812
54599440,,,,,,Aphidicoline glycite
54600009,,,,,,Camptothecin
54600217,,,,,,"aspergillic acid, dehydrodeoxy-"
54600645,,,,,,sungucin
54600704,,,,,,bisbenzimide
54600749,,,,,,Dolastatin 10
54600798,,,,,,ferene
54600888,,,,,,8-me-xaa
54600951,,,,,,9-.alpha.-hydroxyparthenolide
54601159,,,,,,selendale
54601174,,,,,,Rhizoxin
54601177,,,,,,di-p-tolyliodinium bromide
54601571,,,,,,Camptothecin Derivative
54601909,,,,,,huratoxin
54601911,,,,,,"ellipticine, 9-(dimethylaminoethoxy)-, dihydrochloride"
54601989,,,,,,sapoceolide a
54602018,,,,,,Mithramycin
54602158,,,,,,euserotin
54602203,,,,,,podophyllotoxin isothiuronium bromide
54603799,,,,,,atpu
54604617,,,,,,acetyltifruticin
54604785,,,,,,antineoplastic-651590
54604810,,,,,,Sodium Phenylbutyrate
54605107,,,,,,iodine green
54605559,,,,,,"styrene, 3,4-dichloro-.beta.-nitro- (8ci)"
54605684,,,,,,apt (radioprotective)
54606507,,,,,,withacnistin
54606703,,,,,,daunorubicin oxime hydrochloride
54606991,,,,,,"isoquinocycline a, hydrochloride"
54607056,,,,,,N-Phosphocetyl-L-aspartate
54607155,,,,,,Isobrucein B
54607317,,,,,,"verrucarin a 9,10-epoxide"
54607378,,,,,,nsc 266047
54607756,,,,,,Piperazine
54607781,,,,,,Losoxantrone Hydrochloride
54607989,,,,,,sulfoquinovoside
54608018,,,,,,"diazene, hydroxy(5-phenyl-2-pyridinyl)-, sodium salt"
54608021,,,,,,curromycin a.b mixture
54608024,,,,,,calyculin a
54608061,,,,,,p-chloranilinum[bis(p-chloraniline)dioxalatoruthete(iii)]
54608115,,,,,,gallidermin
54608179,,,,,,9-.beta.-hydroxyparthenolide
54608402,,,,,,Camptothecin Derivative
54608404,,,,,,Camptothecin Derivative
54608406,,,,,,Camptothecin Derivative
54608408,,,,,,Camptothecin Derivative
54608410,,,,,,Camptothecin Derivative
54608412,,,,,,Camptothecin Derivative
54608414,,,,,,Camptothecin Derivative
54608425,,,,,,Camptothecin Derivative
54608427,,,,,,Camptothecin Derivative
54608484,,,,,,Artemisinin Dimer
54608510,,,,,,"glycochenodeoxycholic acid, sodium salt (7ci)"
54608546,,,,,,trunculin-a methyl ester
54608667,,,,,,dypnone guanyl hydrazone hydrochloride
54608697,,,,,,Fostriecin
54608728,,,,,,Bleomycin
54608730,,,,,,"coenzyme a, s-(3-methylene-1-oxododecyl)-, tetrasodium salt"
54608765,,,,,,epothilon a and epothilon b (4:1 mixture)
54608767,,,,,,n-(2-scoa-tetradecanoyl)glycimide
54608780,,,,,,antineoplastic-689577
54608835,,,,,,Camptothecin Derivative
54608857,,,,,,cytostatin
54608929,,,,,,"combretastatin a-4, sodium salt"
54608935,,,,,,Camptothecin Derivative
54608937,,,,,,Camptothecin Derivative
54608963,,,,,,XK-469
54609598,,,,,,"iodonium, dimesityl- chloride"
